"Sweep (n)","Ediast (mV)"
1,-54.7668431018395
2,-51.1291479621208
3,-52.6489232805603
4,-49.9938941097924
5,-55.4992649420514
6,-55.7189914941149
7,-56.1340305369016
8,-53.7902806482238
9,-55.535886034062
10,-53.1738255993788
11,-53.0273412313364
12,-54.0832493843085
13,-52.1301244770769
14,-52.5085424278531
15,-50.2929663612123
16,-48.974607048831
17,-49.6032691283461
18,-48.5290504293688
19,-49.0539527481873
20,-49.3591285149422
21,-48.7609840121025
22,-48.8708472881343
23,-49.4995093676495
24,-50.6408667353129
25,-51.263425299493
26,-50.0061011404626
27,-49.7863745883991
28,-49.1516089935488
29,-49.0783668095277
30,-50.1098609011593
31,-50.152585508505
32,-49.1760230548892
33,-51.8554662869975
34,-51.2451147534877
35,-49.8474097417501
36,-48.2604957546245
37,-47.7600074971464
38,-49.7131324043779
39,-48.4680152760178
40,-50.7019018886639
41,-49.0234351715118
42,-48.8830543188045
43,-50.708005403999
44,-47.5036598530722
45,-48.8769508034694
46,-49.2431617235753
47,-45.9594704732923
48,-48.2360816932841
49,-42.9626444437589
50,-45.9960915653029
51,-47.2351051783279
52,-43.7622049526568
53,-43.6279276152846
54,-38.4155255191104
55,-43.2373026338383
56,-43.3166483331946
57,-41.918943321457
58,-41.9128398061219
59,-41.9677714441378
60,-43.3349588791999
61,-46.191404056026
62,-45.5383279151705
63,-46.7956520742008
64,-47.119138386961
65,-47.1740700249769
66,-50.8056616493606
67,-46.0571267186539
68,-44.6228006149057
69,-44.6838357682567
70,-44.4152810935123
71,-44.6777322529216
72,-46.4416481847651
73,-43.5546854312635
74,-41.3330058492876
75,-43.9636209587151
76,-42.3461893949139
77,-43.3105448178595
78,-42.5842264929828
79,-39.3676739113858
